,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
597,15567446,111574,1,1,9,1,0,646,Germany,Male,39,30838,Working class,Long term cust,low earner,low balance,Good score
598,15637476,162448,1,0,5,0,1,683,Germany,Female,57,9221,Working class,Short term cust,low earner,Fair balance,High score
599,15714939,148249,1,1,4,1,0,484,Germany,Female,34,33738,Working class,Short term cust,low earner,low balance,Good score
600,15683503,0,3,1,8,1,1,601,France,Female,43,110916,Working class,Long term cust,High earner,Very low balance,Good score
601,15645569,123709,2,1,7,1,0,762,Spain,Female,26,169654,Student,Long term cust,High earner,low balance,High score
602,15782569,0,1,1,9,1,0,687,France,Female,72,69829,Retired,Long term cust,Fair earner,Very low balance,High score
603,15592387,0,1,0,5,0,1,566,France,Male,30,54926,Working class,Short term cust,Fair earner,Very low balance,Good score
604,15609286,150525,1,1,10,1,0,702,France,Male,37,94728,Working class,Long term cust,Fair earner,low balance,High score
605,15814035,0,1,1,9,1,0,601,France,Male,29,80393,Student,Long term cust,Fair earner,Very low balance,Good score
606,15661249,0,2,1,4,1,0,699,France,Male,53,111307,Working class,Short term cust,High earner,Very low balance,High score
607,15629117,0,2,0,10,0,0,584,France,Male,28,19834,Student,Long term cust,low earner,Very low balance,Good score
608,15607170,0,2,1,5,1,0,699,France,Male,35,78397,Working class,Short term cust,Fair earner,Very low balance,High score
609,15586585,111018,1,0,2,0,0,698,Germany,Female,51,86410,Working class,Short term cust,Fair earner,low balance,High score
610,15686611,129755,1,0,10,0,0,495,France,Male,30,172749,Working class,Long term cust,High earner,low balance,Good score
611,15603203,0,2,0,6,0,0,650,France,Female,27,1002,Student,Long term cust,low earner,Very low balance,High score
612,15619857,129555,1,1,2,1,0,605,France,Female,64,13601,Working class,Short term cust,low earner,low balance,Good score
613,15805062,87202,1,1,1,1,0,667,Spain,Male,38,77866,Working class,Short term cust,Fair earner,low balance,High score
614,15660271,146133,1,1,8,1,0,688,Germany,Male,26,175296,Student,Long term cust,High earner,low balance,High score
615,15745295,0,1,0,0,0,1,727,Spain,Female,31,121751,Working class,Short term cust,High earner,Very low balance,High score
616,15719352,170184,2,0,6,0,0,754,Spain,Male,39,89593,Working class,Long term cust,Fair earner,Fair balance,High score
617,15766575,140745,1,0,8,0,1,612,Germany,Female,62,193437,Working class,Long term cust,High earner,low balance,Good score
618,15594594,139070,1,1,7,1,0,546,Spain,Male,42,86945,Working class,Long term cust,Fair earner,low balance,Good score
619,15646161,0,2,1,8,1,0,673,Spain,Female,37,183318,Working class,Long term cust,High earner,Very low balance,High score
620,15682585,114193,1,0,9,0,0,593,France,Male,35,71154,Working class,Long term cust,Fair earner,low balance,Good score
621,15603134,167878,1,1,10,1,0,656,Spain,Female,40,151887,Working class,Long term cust,High earner,Fair balance,High score
622,15636444,141616,2,1,5,1,0,535,Germany,Female,53,75888,Working class,Short term cust,Fair earner,low balance,Good score
623,15773456,145747,2,1,3,1,0,678,Germany,Male,36,89566,Working class,Short term cust,Fair earner,low balance,High score
624,15745307,129120,1,1,2,1,0,477,Spain,Female,48,26475,Working class,Short term cust,low earner,low balance,Good score
625,15604119,110349,1,0,7,0,0,850,Spain,Male,35,126355,Working class,Long term cust,High earner,low balance,High score
626,15626900,141325,1,1,1,1,0,427,France,Male,29,93839,Student,Short term cust,Fair earner,low balance,low score
627,15605447,78653,1,0,2,0,0,752,France,Male,49,7698,Working class,Short term cust,low earner,low balance,High score
628,15589030,0,2,1,1,1,0,649,France,Male,47,145593,Working class,Short term cust,High earner,Very low balance,Good score
629,15692463,142253,1,0,3,0,0,799,Spain,Female,28,45042,Student,Short term cust,low earner,low balance,High score
630,15712403,0,1,0,1,0,1,589,France,Female,61,61108,Working class,Short term cust,Fair earner,Very low balance,Good score
631,15811762,115988,1,0,6,0,1,583,Germany,Female,54,57553,Working class,Long term cust,Fair earner,low balance,Good score
632,15718673,75592,1,0,10,0,0,839,Spain,Female,33,62674,Working class,Long term cust,Fair earner,low balance,High score
633,15724282,164113,2,1,3,1,0,540,Germany,Male,44,12120,Working class,Short term cust,low earner,Fair balance,Good score
634,15738181,67996,2,0,6,0,1,850,France,Male,31,50129,Working class,Long term cust,Fair earner,low balance,High score
635,15633648,0,2,0,5,0,0,696,Spain,Female,51,55022,Working class,Short term cust,Fair earner,Very low balance,High score
636,15603323,0,2,0,1,0,0,660,Spain,Female,33,117834,Working class,Short term cust,High earner,Very low balance,High score
637,15583725,138778,1,1,1,1,0,682,France,Male,48,168840,Working class,Short term cust,High earner,low balance,High score
638,15588350,147832,1,1,10,1,0,744,France,Female,43,24234,Working class,Long term cust,low earner,low balance,High score
639,15798398,135438,1,0,4,0,0,785,France,Female,36,190627,Working class,Short term cust,High earner,low balance,High score
640,15784844,116060,1,0,5,0,1,752,Spain,Male,48,156618,Working class,Short term cust,High earner,low balance,High score
641,15580684,112564,1,0,5,0,0,706,France,Female,29,42334,Student,Short term cust,low earner,low balance,High score
642,15809663,125406,1,1,1,1,0,583,France,Female,27,110784,Student,Short term cust,High earner,low balance,Good score
643,15640078,135134,1,0,5,0,1,660,Germany,Female,39,173683,Working class,Short term cust,High earner,low balance,High score
644,15698786,133102,1,0,9,0,1,819,France,Female,39,27046,Working class,Long term cust,low earner,low balance,High score
645,15569807,42157,1,0,8,0,1,673,France,Female,34,20598,Working class,Long term cust,low earner,Very low balance,High score
646,15730830,0,2,1,3,1,0,752,France,Female,30,104991,Working class,Short term cust,High earner,Very low balance,High score
647,15805112,82259,1,0,7,0,0,578,France,Male,38,8996,Working class,Long term cust,low earner,low balance,Good score
648,15633064,0,2,0,4,0,0,438,France,Female,36,64420,Working class,Short term cust,Fair earner,Very low balance,low score
649,15703119,0,2,1,6,1,0,652,France,Male,38,145700,Working class,Long term cust,High earner,Very low balance,High score
650,15730447,0,2,1,4,1,0,629,France,Female,49,196335,Working class,Short term cust,High earner,Very low balance,Good score
651,15813850,0,1,1,7,1,0,720,France,Male,52,14781,Working class,Long term cust,low earner,Very low balance,High score
652,15711889,150461,1,0,3,0,0,668,France,Male,42,108139,Working class,Short term cust,High earner,low balance,High score
653,15664610,133994,1,1,4,1,1,459,Germany,Male,48,19287,Working class,Short term cust,low earner,low balance,Good score
654,15751710,164870,2,1,8,1,0,729,Spain,Male,31,9567,Working class,Long term cust,low earner,Fair balance,High score
655,15692926,121702,1,1,8,1,0,498,Germany,Male,25,132210,Student,Long term cust,High earner,low balance,Good score
656,15813741,193858,1,1,6,1,0,549,Spain,Male,25,21600,Student,Long term cust,low earner,Fair balance,Good score
657,15698474,131039,2,1,1,1,0,601,Germany,Female,54,199661,Working class,Short term cust,High earner,low balance,Good score
658,15568595,113829,1,1,9,1,0,544,France,Male,64,124341,Working class,Long term cust,High earner,low balance,Good score
659,15603065,0,2,0,6,0,0,751,France,Female,30,15766,Working class,Long term cust,low earner,Very low balance,High score
660,15592937,81877,1,1,3,1,0,632,Germany,Female,41,33642,Working class,Short term cust,low earner,low balance,Good score
661,15699637,116326,1,1,8,1,0,694,Spain,Male,57,117704,Working class,Long term cust,High earner,low balance,High score
662,15667215,0,2,1,2,1,0,678,France,Male,31,58803,Working class,Short term cust,Fair earner,Very low balance,High score
663,15788659,0,2,1,4,1,0,695,France,Male,46,137537,Working class,Short term cust,High earner,Very low balance,High score
664,15763218,0,2,1,1,1,0,661,France,Female,41,131300,Working class,Short term cust,High earner,Very low balance,High score
665,15645772,0,2,1,9,1,0,661,France,Male,33,84174,Working class,Long term cust,Fair earner,Very low balance,High score
666,15725511,127070,1,1,3,1,0,559,France,Female,31,160941,Working class,Short term cust,High earner,low balance,Good score
667,15575024,0,2,1,3,1,0,503,France,Male,29,143954,Student,Short term cust,High earner,Very low balance,Good score
668,15640825,122549,1,1,3,1,0,695,Spain,Male,46,56297,Working class,Short term cust,Fair earner,low balance,High score
669,15662397,176099,1,1,5,1,0,640,France,Female,42,8404,Working class,Short term cust,low earner,Fair balance,Good score
670,15576368,122388,2,0,3,0,0,624,Germany,Female,48,30020,Working class,Short term cust,low earner,low balance,Good score
671,15674991,0,2,1,9,1,0,667,France,Male,42,58137,Working class,Long term cust,Fair earner,Very low balance,High score
672,15721024,0,1,0,0,0,0,642,France,Male,26,47472,Student,Short term cust,low earner,Very low balance,Good score
673,15745621,118879,2,1,6,1,0,640,Spain,Female,32,19131,Working class,Long term cust,low earner,low balance,Good score
674,15642394,0,2,1,5,1,0,529,Spain,Male,35,187288,Working class,Short term cust,High earner,Very low balance,Good score
675,15754605,0,2,1,5,1,0,563,France,Female,39,17603,Working class,Short term cust,low earner,Very low balance,Good score
676,15607040,88736,2,0,4,0,0,593,Spain,Female,38,67020,Working class,Short term cust,Fair earner,low balance,Good score
677,15715142,102703,1,1,7,1,1,739,Germany,Male,45,147802,Working class,Long term cust,High earner,low balance,High score
678,15810978,0,2,1,1,1,0,788,Spain,Female,70,41610,Retired,Short term cust,low earner,Very low balance,High score
679,15668886,0,2,0,3,0,0,684,Spain,Female,38,44255,Working class,Short term cust,low earner,Very low balance,High score
680,15780804,97318,1,1,5,1,0,482,France,Male,55,78416,Working class,Short term cust,Fair earner,low balance,Good score
681,15613880,128468,1,1,5,1,0,591,Spain,Male,58,137254,Working class,Short term cust,High earner,low balance,Good score
682,15775238,133432,1,1,4,1,0,651,Germany,Female,41,151303,Working class,Short term cust,High earner,low balance,High score
683,15786905,141782,2,0,8,0,0,749,Germany,Female,40,86333,Working class,Long term cust,Fair earner,low balance,High score
684,15747867,135125,1,0,9,0,0,583,France,Male,24,89801,Student,Long term cust,Fair earner,low balance,Good score
685,15600337,178820,1,0,2,0,1,661,Spain,Male,42,29358,Working class,Short term cust,low earner,Fair balance,High score
686,15801277,112212,2,1,2,1,0,715,France,Female,31,181600,Working class,Short term cust,High earner,low balance,High score
687,15579334,126674,1,0,5,0,1,769,Germany,Female,45,124118,Working class,Short term cust,High earner,low balance,High score
688,15802741,136294,1,0,7,0,1,625,France,Female,51,38867,Working class,Long term cust,low earner,low balance,Good score
689,15720649,66392,1,0,5,0,0,641,France,Female,36,31106,Working class,Short term cust,low earner,low balance,Good score
690,15589493,122552,2,0,1,0,0,716,Germany,Male,27,67611,Student,Short term cust,Fair earner,low balance,High score
691,15688251,76408,2,0,1,0,0,767,France,Male,43,77837,Working class,Short term cust,Fair earner,low balance,High score
692,15665238,145071,1,0,8,0,0,745,Germany,Male,36,6078,Working class,Long term cust,low earner,low balance,High score
693,15740900,0,2,1,6,1,0,589,France,Male,34,177896,Working class,Long term cust,High earner,Very low balance,Good score
694,15681068,109730,1,1,2,1,0,796,France,Female,45,123882,Working class,Short term cust,High earner,low balance,High score
695,15748625,0,2,1,6,1,0,664,France,Male,57,15304,Working class,Long term cust,low earner,Very low balance,High score
696,15727299,64119,1,1,1,1,1,445,Spain,Male,62,76569,Working class,Short term cust,Fair earner,low balance,low score
697,15620204,106138,2,1,1,1,1,543,Germany,Female,57,120657,Working class,Short term cust,High earner,low balance,Good score
698,15669516,0,2,1,2,1,0,746,Spain,Male,36,16436,Working class,Short term cust,low earner,Very low balance,High score
699,15736534,181656,1,1,0,1,0,742,Germany,Male,33,107667,Working class,Short term cust,High earner,Fair balance,High score
700,15803457,0,2,0,5,0,0,750,France,Female,32,95611,Working class,Short term cust,Fair earner,Very low balance,High score
701,15659098,95128,1,0,7,0,0,669,France,Male,30,19799,Working class,Long term cust,low earner,low balance,High score
702,15603436,126615,2,1,2,1,0,594,Spain,Female,49,123214,Working class,Short term cust,High earner,low balance,Good score
703,15566292,0,2,1,1,1,0,574,Spain,Male,36,71709,Working class,Short term cust,Fair earner,Very low balance,Good score
704,15808621,76190,2,1,2,1,0,659,Germany,Male,36,149066,Working class,Short term cust,High earner,low balance,High score
705,15580148,168286,3,0,5,0,1,750,Germany,Male,40,20451,Working class,Short term cust,low earner,Fair balance,High score
706,15776231,88109,1,1,4,1,0,626,Germany,Male,35,32825,Working class,Short term cust,low earner,low balance,Good score
707,15773809,0,2,0,4,0,0,620,France,Male,42,6232,Working class,Short term cust,low earner,Very low balance,Good score
708,15649423,0,2,1,8,1,0,580,France,Female,35,10357,Working class,Long term cust,low earner,Very low balance,Good score
709,15734886,123971,2,0,3,0,0,686,France,Female,34,147794,Working class,Short term cust,High earner,low balance,High score
710,15722548,148116,1,0,0,0,0,540,France,Male,48,116973,Working class,Short term cust,High earner,low balance,Good score
711,15650288,116269,1,0,6,0,0,634,Germany,Male,35,129964,Working class,Long term cust,High earner,low balance,Good score
712,15629448,120599,1,0,1,0,0,632,Spain,Male,38,92816,Working class,Short term cust,Fair earner,low balance,Good score
713,15716164,144260,1,0,3,0,0,501,France,Female,41,172114,Working class,Short term cust,High earner,low balance,Good score
714,15807609,86605,3,0,3,0,1,650,Spain,Female,25,16649,Student,Short term cust,low earner,low balance,High score
715,15578977,0,2,0,9,0,0,786,France,Male,34,144517,Working class,Long term cust,High earner,Very low balance,High score
716,15677369,58629,1,0,4,0,0,554,Germany,Female,37,182038,Working class,Short term cust,High earner,low balance,Good score
717,15804072,0,2,0,5,0,0,701,Spain,Female,42,24210,Working class,Short term cust,low earner,Very low balance,High score
718,15696859,0,2,0,10,0,0,474,France,Male,45,172175,Working class,Long term cust,High earner,Very low balance,Good score
719,15653780,0,1,1,5,1,0,621,France,Female,43,47578,Working class,Short term cust,low earner,Very low balance,Good score
720,15721658,209767,2,1,2,1,1,672,Spain,Female,56,150694,Working class,Short term cust,High earner,Fair balance,High score
721,15578761,129634,2,1,6,1,1,459,Spain,Female,42,177683,Working class,Long term cust,High earner,low balance,Good score
722,15736879,0,2,0,1,0,0,669,France,Male,23,66088,Student,Short term cust,Fair earner,Very low balance,High score
723,15571973,169824,1,0,2,0,0,776,France,Female,38,169291,Working class,Short term cust,High earner,Fair balance,High score
724,15626742,97530,1,1,3,1,0,694,France,Male,36,117140,Working class,Short term cust,High earner,low balance,High score
725,15672692,145988,2,1,10,1,0,787,France,Female,42,79510,Working class,Long term cust,Fair earner,low balance,High score
726,15673570,0,2,1,9,1,0,580,France,Male,37,77108,Working class,Long term cust,Fair earner,Very low balance,Good score
727,15767432,0,3,1,7,1,0,711,France,Female,25,9679,Student,Long term cust,low earner,Very low balance,High score
728,15654238,137494,1,0,5,0,0,673,France,Female,40,81753,Working class,Short term cust,Fair earner,low balance,High score
729,15612525,0,1,0,1,0,1,499,France,Female,57,131372,Working class,Short term cust,High earner,Very low balance,Good score
730,15812750,147360,1,1,6,1,0,591,France,Male,24,25310,Student,Long term cust,low earner,low balance,Good score
731,15790757,0,2,0,10,0,0,769,France,Female,25,187925,Student,Long term cust,High earner,Very low balance,High score
732,15723873,125167,1,0,3,0,0,657,Spain,Male,31,98820,Working class,Short term cust,Fair earner,low balance,High score
733,15744607,121152,2,0,9,0,1,738,Germany,Male,43,64166,Working class,Long term cust,Fair earner,low balance,High score
734,15612966,128981,1,1,7,1,1,545,Germany,Female,60,176924,Working class,Long term cust,High earner,low balance,Good score
735,15784209,0,1,1,6,1,0,497,France,Male,47,90055,Working class,Long term cust,Fair earner,Very low balance,Good score
736,15794278,151858,1,1,6,1,0,816,Spain,Male,67,72814,Retired,Long term cust,Fair earner,Fair balance,High score
737,15766741,114628,1,1,2,1,0,525,France,Male,36,168290,Working class,Short term cust,High earner,low balance,Good score
738,15661036,0,2,0,6,0,0,725,France,Male,46,161767,Working class,Long term cust,High earner,Very low balance,High score
739,15705639,95059,2,0,8,0,0,692,France,Female,28,44420,Student,Long term cust,low earner,low balance,High score
740,15637414,128736,1,1,7,1,0,618,France,Female,24,37147,Student,Long term cust,low earner,low balance,Good score
741,15716835,156325,1,1,8,1,0,546,France,Male,24,125381,Student,Long term cust,High earner,Fair balance,Good score
742,15696231,105405,1,1,7,1,0,635,France,Male,29,149853,Student,Long term cust,High earner,low balance,Good score
743,15641675,88915,3,0,2,0,1,611,France,Female,49,161435,Working class,Short term cust,High earner,low balance,Good score
744,15670755,0,2,1,8,1,0,650,France,Male,60,102925,Working class,Long term cust,High earner,Very low balance,High score
745,15640059,0,2,1,5,1,0,606,France,Male,40,70899,Working class,Short term cust,Fair earner,Very low balance,Good score
746,15787619,160980,1,0,2,0,0,844,France,Male,18,145936,Student,Short term cust,High earner,Fair balance,High score
747,15587535,177619,1,0,5,0,0,450,Spain,Female,46,54227,Working class,Short term cust,Fair earner,Fair balance,Good score
748,15813034,62276,1,1,2,1,0,727,Spain,Male,38,59280,Working class,Short term cust,Fair earner,low balance,High score
749,15698839,127559,2,1,4,1,0,460,Germany,Male,46,126952,Working class,Short term cust,High earner,low balance,Good score
750,15790314,0,2,1,0,1,0,649,France,Male,41,130567,Working class,Short term cust,High earner,Very low balance,Good score
751,15634245,95523,1,0,9,0,0,758,Germany,Female,47,73294,Working class,Long term cust,Fair earner,low balance,High score
752,15677305,107749,1,1,7,1,0,490,France,Female,35,3937,Working class,Long term cust,low earner,low balance,Good score
753,15661526,110777,2,0,2,0,0,815,Germany,Male,37,2383,Working class,Short term cust,low earner,low balance,High score
754,15685997,166733,2,0,5,0,0,838,Spain,Female,39,14279,Working class,Short term cust,low earner,Fair balance,High score
755,15660101,157120,2,0,9,0,0,803,France,Male,31,141300,Working class,Long term cust,High earner,Fair balance,High score
756,15637979,127160,2,0,2,0,0,664,Germany,Female,36,78140,Working class,Short term cust,Fair earner,low balance,High score
757,15815364,0,2,1,2,1,0,736,Spain,Female,28,117431,Student,Short term cust,High earner,Very low balance,High score
758,15647099,156091,1,0,9,0,0,633,France,Female,37,72008,Working class,Long term cust,Fair earner,Fair balance,Good score
759,15625944,98668,1,1,5,1,0,664,France,Male,58,60887,Working class,Short term cust,Fair earner,low balance,High score
760,15583212,134022,1,0,5,0,0,600,France,Female,43,194764,Working class,Short term cust,High earner,low balance,Good score
761,15582741,124151,1,0,5,0,1,693,France,Female,35,88705,Working class,Short term cust,Fair earner,low balance,High score
762,15637876,77253,1,0,6,0,1,663,Germany,Female,36,35817,Working class,Long term cust,low earner,low balance,High score
763,15622750,114292,1,0,1,0,0,742,Germany,Female,21,31520,Student,Short term cust,low earner,low balance,High score
764,15672056,140080,3,1,2,1,1,710,Germany,Male,43,157908,Working class,Short term cust,High earner,low balance,High score
765,15812351,135277,1,0,2,0,0,710,Spain,Female,27,142200,Student,Short term cust,High earner,low balance,High score
766,15810864,0,2,1,2,1,0,700,France,Female,82,182055,Retired,Short term cust,High earner,Very low balance,High score
767,15677921,115920,2,0,9,0,1,720,Germany,Male,60,157552,Working class,Long term cust,High earner,low balance,High score
768,15724296,119782,2,0,2,0,0,684,Spain,Male,41,120284,Working class,Short term cust,High earner,low balance,High score
769,15685329,114715,1,1,1,1,1,531,France,Female,63,24506,Working class,Short term cust,low earner,low balance,Good score
770,15584091,129748,2,0,2,0,1,742,Germany,Female,36,47271,Working class,Short term cust,low earner,low balance,High score
771,15640442,129722,1,0,4,0,0,717,France,Male,31,41176,Working class,Short term cust,low earner,low balance,High score
772,15639314,0,2,1,2,1,0,589,France,Male,32,9468,Working class,Short term cust,low earner,Very low balance,Good score
773,15685320,139180,1,0,3,0,0,767,France,Male,36,123880,Working class,Short term cust,High earner,low balance,High score
774,15789158,113599,2,0,6,0,1,636,Germany,Male,49,158887,Working class,Long term cust,High earner,low balance,Good score
775,15752137,134944,1,1,7,1,0,648,France,Male,33,117036,Working class,Long term cust,High earner,low balance,Good score
776,15712551,116922,1,0,7,0,1,622,Germany,Female,58,120415,Working class,Long term cust,High earner,low balance,Good score
777,15628936,118945,1,0,9,0,1,692,Spain,Male,28,16064,Student,Long term cust,low earner,low balance,High score
778,15797227,0,2,1,8,1,0,754,France,Male,28,52615,Student,Long term cust,Fair earner,Very low balance,High score
779,15769974,119182,1,0,8,0,0,679,Spain,Female,35,121210,Working class,Long term cust,High earner,low balance,High score
780,15737051,0,2,0,8,0,0,639,France,Male,27,192247,Student,Long term cust,High earner,Very low balance,Good score
781,15585595,71264,2,1,1,1,0,774,France,Female,28,68759,Student,Short term cust,Fair earner,low balance,High score
782,15654060,0,2,1,2,1,0,517,France,Male,41,75937,Working class,Short term cust,Fair earner,Very low balance,Good score
783,15745196,0,2,0,8,0,0,571,France,Female,35,84569,Working class,Long term cust,Fair earner,Very low balance,Good score
784,15571221,116313,1,1,7,1,1,747,Germany,Male,58,190696,Working class,Long term cust,High earner,low balance,High score
785,15660155,92140,1,1,5,1,0,792,Spain,Male,36,67468,Working class,Short term cust,Fair earner,low balance,High score
786,15605284,0,2,1,1,1,0,688,France,Male,26,104435,Student,Short term cust,High earner,Very low balance,High score
787,15694366,177640,1,1,2,1,0,714,Germany,Male,42,47166,Working class,Short term cust,low earner,Fair balance,High score
788,15600739,0,2,0,0,0,0,562,Spain,Female,35,119899,Working class,Short term cust,High earner,Very low balance,Good score
789,15653253,167997,1,1,8,1,0,704,Spain,Male,48,173498,Working class,Long term cust,High earner,Fair balance,High score
790,15763431,82275,2,1,2,1,0,698,France,Male,36,93249,Working class,Short term cust,Fair earner,low balance,High score
791,15643696,0,2,1,3,1,0,611,France,Male,49,142917,Working class,Short term cust,High earner,Very low balance,Good score
792,15707473,111962,1,0,6,0,0,850,Germany,Female,48,111755,Working class,Long term cust,High earner,low balance,High score
793,15769504,131736,1,1,1,1,0,743,Germany,Female,34,108543,Working class,Short term cust,High earner,low balance,High score
794,15776807,0,1,0,1,0,0,654,France,Male,29,180345,Student,Short term cust,High earner,Very low balance,High score
795,15686870,108239,2,0,8,0,0,761,Germany,Male,36,99444,Working class,Long term cust,Fair earner,low balance,High score
796,15668747,98444,1,1,9,1,0,702,France,Female,46,109563,Working class,Long term cust,High earner,low balance,High score
797,15766908,114540,1,0,3,0,0,488,Germany,Male,32,92568,Working class,Short term cust,Fair earner,low balance,Good score
798,15570134,187530,2,1,6,1,0,683,France,Female,35,37976,Working class,Long term cust,low earner,Fair balance,High score
799,15567367,133636,1,1,9,1,0,601,Germany,Female,42,103315,Working class,Long term cust,High earner,low balance,Good score
800,15747542,0,2,1,7,1,0,605,France,Male,52,173952,Working class,Long term cust,High earner,Very low balance,Good score
801,15762238,84745,2,1,0,1,0,671,Germany,Female,44,34673,Working class,Short term cust,low earner,low balance,High score
802,15681554,120599,2,1,7,1,0,614,Germany,Female,31,46163,Working class,Long term cust,low earner,low balance,Good score
803,15712825,0,2,1,9,1,0,511,Spain,Female,29,140676,Student,Long term cust,High earner,Very low balance,Good score
804,15640280,127771,2,1,4,1,0,850,France,Male,39,151738,Working class,Short term cust,High earner,low balance,High score
805,15756026,0,1,0,9,0,1,790,Spain,Female,46,14679,Working class,Long term cust,low earner,Very low balance,High score
806,15613319,0,1,0,0,0,0,793,France,Female,33,175544,Working class,Short term cust,High earner,Very low balance,High score
807,15798906,0,2,1,5,1,0,628,France,Male,69,181964,Retired,Short term cust,High earner,Very low balance,Good score
808,15708917,167772,1,1,10,1,0,598,Germany,Male,53,136886,Working class,Long term cust,High earner,Fair balance,Good score
809,15778463,95845,1,0,6,0,0,657,France,Female,37,122218,Working class,Long term cust,High earner,low balance,High score
810,15699430,0,2,0,10,0,0,618,France,Female,35,180439,Working class,Long term cust,High earner,Very low balance,Good score
811,15649992,134714,2,1,7,1,0,681,Spain,Male,65,190419,Retired,Long term cust,High earner,low balance,High score
812,15578980,0,2,1,3,1,0,516,Spain,Female,33,58685,Working class,Short term cust,Fair earner,Very low balance,Good score
813,15775306,122384,3,1,8,1,1,421,Germany,Male,28,89017,Student,Long term cust,Fair earner,low balance,low score
814,15641655,0,2,0,2,0,0,700,France,Female,26,50051,Student,Short term cust,Fair earner,Very low balance,High score
815,15619708,157993,2,0,5,0,0,745,France,Male,25,146041,Student,Short term cust,High earner,Fair balance,High score
816,15734565,0,2,0,8,0,0,696,France,Male,29,191166,Student,Long term cust,High earner,Very low balance,High score
817,15806438,123331,1,0,2,0,1,580,Germany,Female,42,103516,Working class,Short term cust,High earner,low balance,Good score
818,15591969,75263,1,1,9,1,0,497,Spain,Male,27,164825,Student,Long term cust,High earner,low balance,Good score
819,15747807,137824,2,0,6,0,0,720,France,Female,43,172557,Working class,Long term cust,High earner,low balance,High score
820,15596939,132578,2,0,4,0,0,659,Germany,Male,36,84320,Working class,Short term cust,Fair earner,low balance,High score
821,15716155,156021,1,0,5,0,0,841,France,Female,36,122662,Working class,Short term cust,High earner,Fair balance,High score
822,15765311,0,1,0,8,0,0,642,Spain,Male,34,72085,Working class,Long term cust,Fair earner,Very low balance,Good score
823,15757811,137453,1,1,9,1,1,732,Spain,Female,69,110932,Retired,Long term cust,High earner,low balance,High score
824,15603830,0,2,0,4,0,0,600,Spain,Male,36,143635,Working class,Short term cust,High earner,Very low balance,Good score
825,15660602,164284,2,1,8,1,0,464,Germany,Male,33,3710,Working class,Long term cust,low earner,Fair balance,Good score
826,15660535,0,2,1,5,1,0,680,France,Female,47,179843,Working class,Short term cust,High earner,Very low balance,High score
827,15666633,0,2,1,1,1,0,758,Spain,Male,56,10643,Working class,Short term cust,low earner,Very low balance,High score
828,15596914,112373,2,1,2,1,0,630,Germany,Female,31,131167,Working class,Short term cust,High earner,low balance,Good score
829,15639788,0,2,0,10,0,0,577,France,Female,39,10553,Working class,Long term cust,low earner,Very low balance,Good score
830,15695846,0,2,1,6,1,0,684,France,Female,34,130928,Working class,Long term cust,High earner,Very low balance,High score
831,15726234,0,1,1,5,1,0,708,Spain,Female,41,157003,Working class,Short term cust,High earner,Very low balance,High score
832,15797964,154333,1,1,1,1,0,732,Germany,Female,29,138527,Student,Short term cust,High earner,Fair balance,High score
833,15625881,111432,2,1,3,1,0,634,Germany,Male,37,167032,Working class,Short term cust,High earner,low balance,Good score
834,15780628,0,2,0,6,0,0,633,France,Female,30,41642,Working class,Long term cust,low earner,Very low balance,Good score
835,15575883,137390,2,0,2,0,0,559,France,Male,34,9677,Working class,Short term cust,low earner,low balance,Good score
836,15585036,0,2,1,3,1,0,694,Spain,Female,37,147012,Working class,Short term cust,High earner,Very low balance,High score
837,15589488,111642,1,1,5,1,0,686,Germany,Female,56,80553,Working class,Short term cust,Fair earner,low balance,High score
838,15585888,0,1,1,3,1,1,553,Spain,Female,48,30730,Working class,Short term cust,low earner,Very low balance,Good score
839,15727915,83543,1,0,4,0,0,507,France,Male,36,140134,Working class,Short term cust,High earner,low balance,Good score
840,15707567,145338,1,0,6,0,1,732,Germany,Male,50,91936,Working class,Long term cust,Fair earner,low balance,High score
841,15737792,186796,1,0,1,0,0,818,France,Female,31,178252,Working class,Short term cust,High earner,Fair balance,High score
842,15599433,58641,1,1,8,1,0,660,Germany,Male,35,198674,Working class,Long term cust,High earner,low balance,High score
843,15672012,0,1,0,5,0,1,773,Spain,Female,41,28266,Working class,Short term cust,low earner,Very low balance,High score
844,15806983,137148,1,0,3,0,0,640,France,Male,44,92381,Working class,Short term cust,Fair earner,low balance,Good score
845,15592222,80001,1,0,7,0,0,505,France,Male,49,135180,Working class,Long term cust,High earner,low balance,Good score
846,15608968,86402,2,0,6,0,0,714,Germany,Male,21,27330,Student,Long term cust,low earner,low balance,High score
847,15586959,0,2,0,5,0,0,468,France,Female,42,125305,Working class,Short term cust,High earner,Very low balance,Good score
848,15646558,122874,1,1,1,1,0,611,Spain,Male,51,149648,Working class,Short term cust,High earner,low balance,Good score
849,15725811,97544,1,1,0,1,0,705,France,Male,25,59887,Student,Short term cust,Fair earner,low balance,High score
850,15572265,170826,2,0,1,0,0,646,Germany,Male,46,45041,Working class,Short term cust,low earner,Fair balance,Good score
851,15794048,97133,2,0,1,0,1,667,Germany,Female,48,113316,Working class,Short term cust,High earner,low balance,High score
